216969809;1684844412;285944429;
216969809;285944429;2247371499;
216969809;2247371499;1684844430;
216969809;1684844430;2247371503;
216969809;2247371503;4526972161;
216969809;4526972161;2247375545;
216969809;2247375545;2247371502;
216969809;2247371502;1684844424;
216969809;1684844424;137831896;
217763622;2269310648;1465936268;
218011414;2273202433;2273202452;
218011414;2273202452;2273202455;
218011414;2273202455;2273202446;
218011414;2273202446;2273202426;
218011414;2273202426;2273202419;
218011414;2273202419;2273202458;
218011414;2273202458;2273202420;
218011414;2273202420;2273202425;
218011414;2273202425;2273202427;
218011414;2273202427;2273202463;
218012360;2250794612;2273210999;
218012360;2273210999;2273211004;
218012130;2250794624;2273209208;
218012130;2273209208;2273209220;
218012130;2273209220;2273209203;
218012130;2273209203;2273209201;
218012130;2273209201;2273209225;
218012130;2273209225;2273209223;
218012130;2273209223;2273209217;
218012130;2273209217;2273209218;
218012130;2273209218;2273209214;
218012130;2273209214;2273209210;
218012130;2273209210;2273209206;
218012130;2273209206;2273209212;
218012128;2250794626;2273228336;
218012128;2273228336;2250794623;
218012128;2250794623;2250794624;
218015835;2250794620;3391598602;
218015835;3391598602;3391598605;
218015835;3391598605;2273234727;
218015835;2273234727;2273234774;
218015835;2273234774;2273234718;
218015835;2273234718;2273234698;
218015835;2273234698;2273234770;
218015835;2273234770;2273234775;
218015835;2273234775;2273234729;
218015835;2273234729;2273234717;
218015835;2273234717;2273234747;
218015835;2273234747;2273234772;
218015835;2273234772;2273234704;
218015835;2273234704;2273234759;
218015835;2273234759;2273234699;
218015835;2273234699;2273234750;
218015835;2273234750;2273234748;
218015835;2273234748;2273234753;
218015835;2273234753;2273234741;
218015835;2273234741;2273234725;
218015835;2273234725;2273234723;
218015835;2273234723;2273234742;
218015835;2273234742;2273234702;
218015835;2273234702;2273234763;
218015835;2273234763;2273234711;
218015835;2273234711;2273234743;
218015835;2273234743;2273234716;
218015835;2273234716;2273234730;
218016617;2273244661;2273244637;
218016617;2273244637;2273244640;
218016617;2273244640;2273244671;
218016617;2273244671;2273244669;
218016619;2273244636;2273244657;
218016619;2273244657;2273244663;
218016619;2273244663;2273244661;
218016619;2273244661;2273244656;
218016619;2273244656;2273244658;
218016619;2273244658;2273244664;
218016619;2273244664;2273244643;
218016619;2273244643;2273244630;
218016619;2273244630;2273244652;
218016619;2273244652;2273244634;
218016620;2273244657;2273244662;
218016620;2273244662;2273244650;
218016620;2273244650;2273244655;
218016620;2273244655;2273244651;
218016620;2273244651;2273244635;
218016620;2273244635;2273244631;
218016620;2273244631;2273244645;
218016621;2273244653;2273244636;
218016622;2273234772;2273244665;
218016622;2273244665;2273244660;
218016622;2273244660;2273244632;
218016622;2273244632;2273244647;
218016622;2273244647;2273244653;
218014929;2273206167;2273231523;
218014929;2273231523;2273244634;
218014929;2273244634;2273228333;
218014929;2273228333;2273228348;
218014836;3387597842;3387597843;
218014836;3387597843;2273227501;
218014836;2273227501;2273227500;
218014836;2273227500;2273227499;
218014836;2273227499;2273227502;
218014837;2273227502;2273227498;
218014923;2273228349;2273228346;
218014923;2273228346;2273228352;
218014923;2273228352;2273228347;
218014923;2273228347;2273228359;
218014925;2273228348;2273228349;
218011855;2273291018;3391598654;
218011855;3391598654;2273202463;
218011855;2273202463;2273206514;
218020117;128679581;2273284449;
39670508;475568776;475561984;
39670508;475561984;1684844117;
39670508;1684844117;475561985;
39670508;475561985;475561986;
39670508;475561986;475561987;
39670508;475561987;2255178516;
39670508;2255178516;4529953571;
39670508;4529953571;2255075997;
39669069;2213482387;2213482379;
39669069;2213482379;2213482407;
39669069;2213482407;2213482442;
39669069;2213482442;475548530;
39671211;475568688;475568776;
39678582;475704953;3391597677;
39678582;3391597677;1788785022;
39678582;1788785022;3387597815;
39678582;3387597815;475704955;
39678582;475704955;475704957;
39678582;475704957;475704958;
39678582;475704958;475704959;
39679497;475708335;475715754;
39679497;475715754;2513953601;
39679497;2513953601;2513953582;
39679497;2513953582;475715762;
39679497;475715762;2513953577;
39679497;2513953577;2513953589;
39679497;2513953589;475715786;
39679497;475715786;2513953587;
39679497;2513953587;2513953579;
39679497;2513953579;475715798;
39888400;475715798;3391597665;
39888400;3391597665;1296455299;
39888400;1296455299;3391597664;
39888400;3391597664;122549700;
156211619;25632363;1684865543;
156211619;1684865543;2250794621;
31060242;345296684;2379012474;
31060242;2379012474;2730124809;
31060242;2730124809;2730124813;
31060242;2730124813;2379012444;
31060242;2379012444;345296686;
31060242;345296686;2379012458;
31060242;2379012458;25632367;
14333321;128677717;3391598661;
14333321;3391598661;138216828;
14333321;138216828;2682190593;
14333321;2682190593;138218147;
14333321;138218147;2682190555;
14333321;2682190555;138218145;
14333321;138218145;2682190557;
14333321;2682190557;2958533999;
14333321;2958533999;2511656132;
14333321;2511656132;3391597691;
14333321;3391597691;138218143;
14333321;138218143;2616079123;
14333321;2616079123;2616079092;
14333321;2616079092;2616079114;
14333321;2616079114;138218142;
14333321;138218142;138218140;
14333321;138218140;2616079110;
14333321;2616079110;1788785075;
14333321;1788785075;3391597682;
14333321;3391597682;1788785058;
14333321;1788785058;138218138;
51230332;1554886175;3098121120;
51230332;3098121120;3098121124;
51230332;3098121124;128680158;
39669380;2213380800;475550923;
156208919;1386063701;1386063711;
156208919;1386063711;1386063700;
156208919;1386063700;2273290991;
156208919;2273290991;2413940878;
156208919;2413940878;2413940894;
156208919;2413940894;2413940893;
156208919;2413940893;2413940882;
156208919;2413940882;1386063691;
8367089;2247375546;1387283705;
8367089;1387283705;2383470264;
128825637;25632368;1684844640;
128825637;1684844640;2383414389;
128825637;2383414389;1684844657;
128825637;1684844657;1422586944;
128825637;1422586944;2383414357;
128825637;2383414357;2383421998;
128825637;2383421998;2383422000;
128825637;2383422000;2383414298;
128825637;2383414298;1422586945;
128825637;1422586945;2383414359;
128825637;2383414359;2383414331;
128825637;2383414331;2383414300;
128825637;2383414300;2383414250;
128825637;2383414250;2383414260;
28193886;1386063691;25632371;
28193886;25632371;1209593474;
28193886;1209593474;25632363;
26207784;2213482415;286969308;
26207784;286969308;475796332;
26207784;475796332;286969310;
35203817;25632368;1684844618;
35203817;1684844618;2379315789;
35203817;2379315789;2379376386;
35203817;2379376386;25632367;
35203817;25632367;2379351710;
35203817;2379351710;2379351709;
35203817;2379351709;2379279844;
35203817;2379279844;25620518;
8367055;1386063691;2415701442;
8367055;2415701442;2415701440;
8367055;2415701440;2415701439;
8367055;2415701439;1209593469;
8367055;1209593469;2415701443;
8367055;2415701443;1209593455;
8367055;1209593455;2415701444;
8367055;2415701444;25632370;
8367055;25632370;2414401915;
8367055;2414401915;25632230;
8367055;25632230;2914925366;
8367055;2914925366;25632226;
8367055;25632226;25632227;
95841157;285945203;1110673598;
95841157;1110673598;1874214575;
14326493;128680158;2247390934;
14326493;2247390934;129558556;
14326493;129558556;2247390923;
14326493;2247390923;2247390925;
14326493;2247390925;1788784977;
14326493;1788784977;2247390939;
14326493;2247390939;1788784981;
14326493;1788784981;314549177;
14326493;314549177;2213447626;
14326493;2213447626;2214522449;
39669178;2213482442;2213495315;
39669178;2213495315;2213495295;
39669178;2213495295;2213495280;
39669178;2213495280;2213495375;
39669178;2213495375;475549313;
39669178;475549313;475550565;
39669178;475550565;475549314;
39669178;475549314;475549315;
39669178;475549315;475796338;
39669178;475796338;138223440;
39679530;475715798;475716307;
39679530;475716307;475716310;
39679530;475716310;475716312;
36740122;427067727;427067742;
36740122;427067742;2682209546;
36740122;2682209546;2682209543;
36740122;2682209543;2682209548;
36740122;2682209548;1223806715;
26119844;1684844453;4526972153;
26119844;4526972153;1684844436;
26119844;1684844436;4526972156;
26119844;4526972156;1684844433;
26119844;1684844433;2247371507;
26119844;2247371507;1684844417;
26119844;1684844417;2379389151;
26119844;2379389151;1684844412;
128823189;25632228;25632229;
128823189;25632229;25632362;
133211822;475568688;1465936274;
133211822;1465936274;1465936272;
133211822;1465936272;1465936270;
133211822;1465936270;1465936269;
133211822;1465936269;1465936268;
133211822;1465936268;1465936267;
133211822;1465936267;1465936266;
133211822;1465936266;1465936265;
133211822;1465936265;1465936264;
133211822;1465936264;1465936263;
133211822;1465936263;1107381201;
133211822;1107381201;2269315823;
133211822;2269315823;2269315819;
133211822;2269315819;2269315824;
133211822;2269315824;2269315825;
133211822;2269315825;2269315826;
133211822;2269315826;1684865532;
133211822;1684865532;2269315822;
133211822;2269315822;2269315821;
133211822;2269315821;2269315820;
133211822;2269315820;475708335;
167487397;1788784962;1788784961;
167487363;1788785597;1788785613;
167487363;1788785613;1788785628;
167487363;1788785628;2685917333;
167487363;2685917333;128677718;
167487363;128677718;128677720;
167487363;128677720;427067727;
167487491;2255087253;1788784968;
167487491;1788784968;1788784963;
167487491;1788784963;1788784962;
112635323;345296684;3392711333;
112635323;3392711333;3392711331;
112635323;3392711331;2086439489;
112635323;2086439489;2383617372;
112635323;2383617372;1684844430;
14326464;129557542;2214758555;
14326464;2214758555;2247054929;
14326464;2247054929;2681412872;
14326464;2681412872;3130311624;
14326464;3130311624;2086439968;
14326464;2086439968;2086439969;
14326464;2086439969;2086440304;
14326464;2086440304;4529953563;
